FIPS,State,county_state,fi_rate,number_fi_persons,percent_low_threshold,low_threshold_type,percent_high_threshold,high_threshold_type,percent_fi_below_low_threshold,percent_fi_btwn_threshold,percent_fi_above_threshold,child_fi_rate,child_fi_persons,cost_per_meal,weighted_annual_food_budget_shortfall
31009,NE,"Blaine County, Nebraska",0.134,70,1.3,SNAP,1.85,Other Nutrition Program,0.283,0.211,0.506,0.202,20,2.98,36000
31011,NE,"Boone County, Nebraska",0.102,550,1.3,SNAP,1.85,Other Nutrition Program,0.36,0.213,0.427,0.158,200,2.99,281000
31013,NE,"Box Butte County, Nebraska",0.107,1200,1.3,SNAP,1.85,Other Nutrition Program,0.452,0.129,0.419,0.173,490,3.03,620000
31015,NE,"Boyd County, Nebraska",0.112,230,1.3,SNAP,1.85,Other Nutrition Program,0.461,0.244,0.295,0.163,80,2.99,117000
31017,NE,"Brown County, Nebraska",0.135,410,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.168,0.315,0.212,130,3.11,217000
31019,NE,"Buffalo County, Nebraska",0.123,5990,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.118,0.405,0.173,1960,3.2,3270000
31021,NE,"Burt County, Nebraska",0.123,800,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.189,0.353,0.191,280,2.97,405000
31023,NE,"Butler County, Nebraska",0.103,830,1.3,SNAP,1.85,Other Nutrition Program,0.381,0.191,0.428,0.162,320,2.96,419000
31025,NE,"Cass County, Nebraska",0.095,2420,1.3,SNAP,1.85,Other Nutrition Program,0.301,0.133,0.566,0.159,990,3.39,1400000
31027,NE,"Cedar County, Nebraska",0.104,890,1.3,SNAP,1.85,Other Nutrition Program,0.382,0.113,0.505,0.173,370,2.98,452000
31029,NE,"Chase County, Nebraska",0.086,330,1.3,SNAP,1.85,Other Nutrition Program,0.486,0.128,0.386,0.149,130,3.04,171000
31031,NE,"Cherry County, Nebraska",0.117,680,1.3,SNAP,1.85,Other Nutrition Program,0.547,0.09,0.363,0.164,210,3.14,364000
31033,NE,"Cheyenne County, Nebraska",0.112,1120,1.3,SNAP,1.85,Other Nutrition Program,0.412,0.084,0.504,0.178,430,3.07,587000
31035,NE,"Clay County, Nebraska",0.105,660,1.3,SNAP,1.85,Other Nutrition Program,0.503,0.143,0.354,0.183,280,2.86,322000
31037,NE,"Colfax County, Nebraska",0.052,550,1.3,SNAP,1.85,Other Nutrition Program,0.782,0.218,0,0.128,410,2.95,277000
31039,NE,"Cuming County, Nebraska",0.102,920,1.3,SNAP,1.85,Other Nutrition Program,0.375,0.289,0.336,0.167,370,2.93,460000
31041,NE,"Custer County, Nebraska",0.117,1270,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.173,0.338,0.18,450,2.96,641000
31043,NE,"Dakota County, Nebraska",0.096,1970,1.3,SNAP,1.85,Other Nutrition Program,0.576,0.236,0.187,0.189,1120,2.81,945000
31045,NE,"Dawes County, Nebraska",0.134,1200,1.3,SNAP,1.85,Other Nutrition Program,0.441,0.088,0.47,0.167,270,3.03,620000
31047,NE,"Dawson County, Nebraska",0.091,2170,1.3,SNAP,1.85,Other Nutrition Program,0.564,0.248,0.187,0.17,1120,2.9,1072000
31049,NE,"Deuel County, Nebraska",0.105,200,1.3,SNAP,1.85,Other Nutrition Program,0.431,0.184,0.386,0.181,70,3.15,107000
31051,NE,"Dixon County, Nebraska",0.095,550,1.3,SNAP,1.85,Other Nutrition Program,0.423,0.116,0.461,0.177,260,2.93,275000
31053,NE,"Dodge County, Nebraska",0.117,4290,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.178,0.337,0.187,1620,2.87,2104000
31055,NE,"Douglas County, Nebraska",0.132,72720,1.3,SNAP,1.85,Other Nutrition Program,0.468,0.123,0.409,0.18,25590,2.99,37071000
31057,NE,"Dundy County, Nebraska",0.101,200,1.3,SNAP,1.85,Other Nutrition Program,0.805,0.06,0.135,0.185,90,2.88,98000
31059,NE,"Fillmore County, Nebraska",0.108,610,1.3,SNAP,1.85,Other Nutrition Program,0.373,0.176,0.45,0.167,190,2.96,308000
31061,NE,"Franklin County, Nebraska",0.116,350,1.3,SNAP,1.85,Other Nutrition Program,0.457,0.193,0.35,0.191,110,3.12,186000
31063,NE,"Frontier County, Nebraska",0.114,300,1.3,SNAP,1.85,Other Nutrition Program,0.381,0.127,0.493,0.185,100,2.99,153000
31065,NE,"Furnas County, Nebraska",0.123,590,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.121,0.34,0.191,210,3.08,310000
31067,NE,"Gage County, Nebraska",0.12,2600,1.3,SNAP,1.85,Other Nutrition Program,0.392,0.132,0.476,0.175,840,2.88,1277000
31069,NE,"Garden County, Nebraska",0.111,210,1.3,SNAP,1.85,Other Nutrition Program,0.411,0.097,0.492,0.165,60,3.07,110000
31071,NE,"Garfield County, Nebraska",0.103,200,1.3,SNAP,1.85,Other Nutrition Program,0.488,0.305,0.207,0.156,60,3,102000
31073,NE,"Gosper County, Nebraska",0.103,210,1.3,SNAP,1.85,Other Nutrition Program,0.25,0.202,0.547,0.167,70,2.93,105000
31075,NE,"Grant County, Nebraska",0.135,90,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.093,0.289,0.233,40,3.05,47000
31077,NE,"Greeley County, Nebraska",0.112,270,1.3,SNAP,1.85,Other Nutrition Program,0.411,0.215,0.374,0.181,110,3.01,139000
31079,NE,"Hall County, Nebraska",0.102,6240,1.3,SNAP,1.85,Other Nutrition Program,0.541,0.151,0.307,0.183,3050,2.81,2989000
31081,NE,"Hamilton County, Nebraska",0.095,870,1.3,SNAP,1.85,Other Nutrition Program,0.305,0.173,0.522,0.169,380,2.86,425000
31083,NE,"Harlan County, Nebraska",0.117,410,1.3,SNAP,1.85,Other Nutrition Program,0.472,0.173,0.356,0.19,150,3.08,216000
31085,NE,"Hayes County, Nebraska",0.112,110,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.217,0.283,0.158,30,3.02,57000
31087,NE,"Hitchcock County, Nebraska",0.132,380,1.3,SNAP,1.85,Other Nutrition Program,0.546,0.203,0.251,0.209,130,2.97,193000
31089,NE,"Holt County, Nebraska",0.108,1110,1.3,SNAP,1.85,Other Nutrition Program,0.393,0.245,0.362,0.159,390,2.99,566000
31091,NE,"Hooker County, Nebraska",0.139,90,1.3,SNAP,1.85,Other Nutrition Program,0.467,0.136,0.397,0.215,20,3.05,47000
31093,NE,"Howard County, Nebraska",0.113,720,1.3,SNAP,1.85,Other Nutrition Program,0.35,0.158,0.492,0.179,280,2.95,362000
31095,NE,"Jefferson County, Nebraska",0.113,820,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.288,0.292,0.178,280,2.86,400000
31097,NE,"Johnson County, Nebraska",0.114,590,1.3,SNAP,1.85,Other Nutrition Program,0.345,0.149,0.506,0.168,160,2.96,298000
31099,NE,"Kearney County, Nebraska",0.107,700,1.3,SNAP,1.85,Other Nutrition Program,0.419,0.104,0.477,0.171,280,3.12,373000
31101,NE,"Keith County, Nebraska",0.124,1000,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.112,0.411,0.196,320,3.06,523000
31103,NE,"Keya Paha County, Nebraska",0.11,80,1.3,SNAP,1.85,Other Nutrition Program,0.251,0.29,0.459,0.181,30,3.08,42000
31105,NE,"Kimball County, Nebraska",0.117,430,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.191,0.252,0.166,140,3.21,236000
31107,NE,"Knox County, Nebraska",0.124,1050,1.3,SNAP,1.85,Other Nutrition Program,0.441,0.149,0.41,0.196,400,3.02,542000
31109,NE,"Lancaster County, Nebraska",0.132,40460,1.3,SNAP,1.85,Other Nutrition Program,0.472,0.085,0.443,0.176,12390,2.96,20450000
31111,NE,"Lincoln County, Nebraska",0.121,4300,1.3,SNAP,1.85,Other Nutrition Program,0.434,0.117,0.449,0.188,1610,3.05,2238000
31113,NE,"Logan County, Nebraska",0.117,110,1.3,SNAP,1.85,Other Nutrition Program,0.337,0.346,0.317,0.18,50,3.02,57000
31115,NE,"Loup County, Nebraska",0.107,60,1.3,SNAP,1.85,Other Nutrition Program,0.332,0.091,0.577,0.172,20,3.01,31000
31117,NE,"McPherson County, Nebraska",0.131,60,1.3,SNAP,1.85,Other Nutrition Program,0.475,0.136,0.389,0.2,20,3.06,31000
31119,NE,"Madison County, Nebraska",0.119,4170,1.3,SNAP,1.85,Other Nutrition Program,0.532,0.115,0.353,0.188,1640,2.98,2119000
31121,NE,"Merrick County, Nebraska",0.11,860,1.3,SNAP,1.85,Other Nutrition Program,0.392,0.2,0.408,0.169,300,2.89,423000
31123,NE,"Morrill County, Nebraska",0.098,480,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.285,0.175,0.163,190,3.05,250000
31125,NE,"Nance County, Nebraska",0.113,400,1.3,SNAP,1.85,Other Nutrition Program,0.433,0.333,0.234,0.164,130,3.03,207000
31127,NE,"Nemaha County, Nebraska",0.125,880,1.3,SNAP,1.85,Other Nutrition Program,0.445,0.076,0.479,0.182,270,2.94,441000
31129,NE,"Nuckolls County, Nebraska",0.115,500,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.181,0.279,0.185,160,2.92,249000
31131,NE,"Otoe County, Nebraska",0.11,1750,1.3,SNAP,1.85,Other Nutrition Program,0.394,0.203,0.403,0.186,710,2.95,881000
31133,NE,"Pawnee County, Nebraska",0.139,380,1.3,SNAP,1.85,Other Nutrition Program,0.572,0.094,0.334,0.241,140,2.91,188000
31135,NE,"Perkins County, Nebraska",0.088,260,1.3,SNAP,1.85,Other Nutrition Program,0.249,0.144,0.607,0.144,100,3.06,136000
31137,NE,"Phelps County, Nebraska",0.101,930,1.3,SNAP,1.85,Other Nutrition Program,0.326,0.183,0.491,0.151,340,3.11,493000
31139,NE,"Pierce County, Nebraska",0.1,720,1.3,SNAP,1.85,Other Nutrition Program,0.367,0.133,0.5,0.157,280,2.98,366000
31141,NE,"Platte County, Nebraska",0.089,2940,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.185,0.399,0.156,1340,3.03,1521000
31143,NE,"Polk County, Nebraska",0.094,490,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.143,0.408,0.158,190,3.03,254000
31145,NE,"Red Willow County, Nebraska",0.115,1250,1.3,SNAP,1.85,Other Nutrition Program,0.569,0.117,0.314,0.185,460,2.97,634000
31147,NE,"Richardson County, Nebraska",0.13,1050,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.095,0.408,0.226,380,2.95,529000
31149,NE,"Rock County, Nebraska",0.112,150,1.3,SNAP,1.85,Other Nutrition Program,0.404,0.123,0.473,0.159,40,3.06,78000
31151,NE,"Saline County, Nebraska",0.093,1330,1.3,SNAP,1.85,Other Nutrition Program,0.484,0.23,0.286,0.161,560,2.96,671000
31153,NE,"Sarpy County, Nebraska",0.096,16750,1.3,SNAP,1.85,Other Nutrition Program,0.261,0.161,0.578,0.148,7250,2.94,8390000
31155,NE,"Saunders County, Nebraska",0.104,2180,1.3,SNAP,1.85,Other Nutrition Program,0.332,0.119,0.549,0.176,920,3.26,1212000
31157,NE,"Scotts Bluff County, Nebraska",0.1,3650,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.182,0.24,0.183,1670,3.02,1878000
31159,NE,"Seward County, Nebraska",0.111,1890,1.3,SNAP,1.85,Other Nutrition Program,0.348,0.154,0.498,0.165,660,2.96,956000
31161,NE,"Sheridan County, Nebraska",0.13,680,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.187,0.277,0.214,250,3.07,356000
31163,NE,"Sherman County, Nebraska",0.11,340,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.144,0.362,0.193,130,2.95,171000
31165,NE,"Sioux County, Nebraska",0.124,160,1.3,SNAP,1.85,Other Nutrition Program,0.482,0.104,0.414,0.189,50,3.03,83000
31167,NE,"Stanton County, Nebraska",0.1,600,1.3,SNAP,1.85,Other Nutrition Program,0.409,0.174,0.417,0.154,240,2.97,305000
31169,NE,"Thayer County, Nebraska",0.11,570,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.191,0.393,0.182,200,2.82,274000
31171,NE,"Thomas County, Nebraska",0.127,80,1.3,SNAP,1.85,Other Nutrition Program,0.393,0.135,0.472,0.198,30,3,41000
31173,NE,"Thurston County, Nebraska",0.186,1310,1.3,SNAP,1.85,Other Nutrition Program,0.723,0.058,0.219,0.275,690,2.9,648000
31175,NE,"Valley County, Nebraska",0.119,510,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.099,0.365,0.174,160,2.98,259000
31177,NE,"Washington County, Nebraska",0.109,2230,1.3,SNAP,1.85,Other Nutrition Program,0.334,0.099,0.567,0.178,870,3.04,1155000
31179,NE,"Wayne County, Nebraska",0.125,1180,1.3,SNAP,1.85,Other Nutrition Program,0.414,0.142,0.444,0.155,280,2.9,585000
31181,NE,"Webster County, Nebraska",0.111,400,1.3,SNAP,1.85,Other Nutrition Program,0.447,0.199,0.354,0.18,150,2.94,201000
31183,NE,"Wheeler County, Nebraska",0.099,80,1.3,SNAP,1.85,Other Nutrition Program,0.334,0.39,0.276,0.153,20,3.02,41000
31185,NE,"York County, Nebraska",0.11,1530,1.3,SNAP,1.85,Other Nutrition Program,0.388,0.136,0.476,0.17,530,2.85,745000
32001,NV,"Churchill County, Nevada",0.127,3040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.692,,0.308,0.192,1070,3.32,1720000
32003,NV,"Clark County, Nevada",0.126,265720,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.78,,0.22,0.2,99980,3.17,143680000
32005,NV,"Douglas County, Nevada",0.11,5250,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.58,,0.42,0.192,1640,3.18,2847000
32007,NV,"Elko County, Nevada",0.087,4550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.633,,0.367,0.178,2570,3.17,2463000
32009,NV,"Esmeralda County, Nevada",0.111,120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,,0,0.173,40,3.39,69000
32011,NV,"Eureka County, Nevada",0.115,200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.484,,0.516,0.2,80,3.15,108000
32013,NV,"Humboldt County, Nevada",0.076,1300,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.745,,0.255,0.163,760,3.08,684000
32015,NV,"Lander County, Nevada",0.079,470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.629,,0.371,0.196,320,3.27,262000
32017,NV,"Lincoln County, Nevada",0.125,650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.596,,0.404,0.223,220,3.12,347000
32019,NV,"Lyon County, Nevada",0.123,6410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.73,,0.27,0.211,2440,3.09,3385000
32021,NV,"Mineral County, Nevada",0.151,670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,0.28,260,3.24,371000
32023,NV,"Nye County, Nevada",0.141,6120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.768,,0.232,0.238,1760,3.02,3153000
32027,NV,"Pershing County, Nevada",0.111,740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.573,,0.427,0.204,230,3.27,413000
32029,NV,"Storey County, Nevada",0.102,400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.593,,0.407,0.199,90,3.3,225000
32031,NV,"Washoe County, Nevada",0.112,49690,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.725,,0.275,0.185,18320,3.3,27966000
32033,NV,"White Pine County, Nevada",0.108,1070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.621,,0.379,0.205,420,2.99,546000
32510,NV,"Carson City, Nevada",0.124,6740,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.77,,0.23,0.21,2340,3.44,3954000
33001,NH,"Belknap County, New Hampshire",0.087,5280,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.586,,0.414,0.128,1480,3.63,3270000
33003,NH,"Carroll County, New Hampshire",0.086,4110,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.669,,0.331,0.124,980,3.8,2666000
33005,NH,"Cheshire County, New Hampshire",0.096,7340,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.565,,0.435,0.126,1760,3.27,4096000
33007,NH,"Coos County, New Hampshire",0.113,3630,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.639,,0.361,0.154,830,3.49,2160000
33009,NH,"Grafton County, New Hampshire",0.097,8690,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.526,,0.474,0.127,1910,3.67,5437000
33011,NH,"Hillsborough County, New Hampshire",0.089,36070,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.509,,0.491,0.114,9910,3.42,21080000
33013,NH,"Merrimack County, New Hampshire",0.086,12780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.499,,0.501,0.111,3250,3.63,7918000
33015,NH,"Rockingham County, New Hampshire",0.071,21530,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.402,,0.598,0.101,6210,3.49,12808000
33017,NH,"Strafford County, New Hampshire",0.096,12090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.533,,0.467,0.113,2760,3.56,7343000
33019,NH,"Sullivan County, New Hampshire",0.09,3890,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.605,,0.395,0.121,1020,3.3,2189000
34001,NJ,"Atlantic County, New Jersey",0.127,34780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.734,,0.266,0.179,10690,3.36,19928000
34003,NJ,"Bergen County, New Jersey",0.072,67490,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.597,,0.403,0.106,21370,3.76,43296000
34005,NJ,"Burlington County, New Jersey",0.093,41680,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.47,,0.53,0.114,10960,3.24,23015000
34007,NJ,"Camden County, New Jersey",0.118,60130,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.686,,0.314,0.146,17200,3.37,34620000
34009,NJ,"Cape May County, New Jersey",0.119,11260,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.581,,0.419,0.176,2970,3.61,6932000
34011,NJ,"Cumberland County, New Jersey",0.129,20030,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.821,,0.179,0.179,6610,2.92,9975000
34013,NJ,"Essex County, New Jersey",0.163,130720,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.736,,0.264,0.158,30210,4.02,89624000
34015,NJ,"Gloucester County, New Jersey",0.092,26860,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.524,,0.476,0.124,8180,3.14,14414000
34017,NJ,"Hudson County, New Jersey",0.107,72410,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.868,,0.132,0.153,21220,3.17,39161000
34019,NJ,"Hunterdon County, New Jersey",0.056,7060,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.406,,0.594,0.094,2440,3.32,4004000
34021,NJ,"Mercer County, New Jersey",0.106,39550,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.67,,0.33,0.123,9920,3.26,21972000
34023,NJ,"Middlesex County, New Jersey",0.082,68400,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.616,,0.384,0.114,20860,3.1,36209000
34025,NJ,"Monmouth County, New Jersey",0.08,49940,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.562,,0.438,0.113,15530,3.51,29894000
34027,NJ,"Morris County, New Jersey",0.056,28070,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.512,,0.488,0.093,10150,3.7,17704000
34029,NJ,"Ocean County, New Jersey",0.09,53350,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.697,,0.303,0.152,21220,3.34,30398000
34031,NJ,"Passaic County, New Jersey",0.098,49950,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.872,,0.128,0.162,19980,3.34,28466000
34033,NJ,"Salem County, New Jersey",0.127,8080,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.647,,0.353,0.181,2550,3.72,5123000
34035,NJ,"Somerset County, New Jersey",0.062,20750,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.481,,0.519,0.092,7000,3.61,12780000
34037,NJ,"Sussex County, New Jersey",0.067,9620,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.53,,0.47,0.112,3390,3.86,6340000
34039,NJ,"Union County, New Jersey",0.093,52090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.755,,0.245,0.124,16350,3.35,29757000
34041,NJ,"Warren County, New Jersey",0.087,9360,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.575,,0.425,0.128,2860,3.75,5989000
35001,NM,"Bernalillo County, New Mexico",0.149,100350,1.65,SNAP,1.85,Other Nutrition Program,0.68,0.021,0.299,0.225,34380,3.02,51705000
35003,NM,"Catron County, New Mexico",0.187,660,1.65,SNAP,1.85,Other Nutrition Program,0.61,0.053,0.336,0.284,150,2.91,328000
35005,NM,"Chaves County, New Mexico",0.148,9690,1.65,SNAP,1.85,Other Nutrition Program,0.799,0.033,0.169,0.246,4360,2.91,4819000
35006,NM,"Cibola County, New Mexico",0.198,5350,1.65,SNAP,1.85,Other Nutrition Program,0.753,0.037,0.21,0.304,1980,2.77,2529000
35007,NM,"Colfax County, New Mexico",0.163,2040,1.65,SNAP,1.85,Other Nutrition Program,0.784,0.005,0.212,0.259,610,3.33,1160000
35009,NM,"Curry County, New Mexico",0.18,9040,1.65,SNAP,1.85,Other Nutrition Program,0.793,0.022,0.185,0.251,3390,3.16,4881000
35011,NM,"De Baca County, New Mexico",0.16,320,1.65,SNAP,1.85,Other Nutrition Program,0.835,0.069,0.096,0.208,100,3.01,165000
35013,NM,"Do–a Ana County, New Mexico",0.155,33110,1.65,SNAP,1.85,Other Nutrition Program,0.843,0.01,0.147,0.271,14700,3.01,16995000
35015,NM,"Eddy County, New Mexico",0.131,7410,1.65,SNAP,1.85,Other Nutrition Program,0.63,0.065,0.305,0.212,3170,3.14,3970000
35017,NM,"Grant County, New Mexico",0.153,4340,1.65,SNAP,1.85,Other Nutrition Program,0.691,0.048,0.261,0.25,1490,3.23,2389000
35019,NM,"Guadalupe County, New Mexico",0.094,420,1.65,SNAP,1.85,Other Nutrition Program,0.71,0.052,0.238,0.206,170,3.07,220000
35021,NM,"Harding County, New Mexico",0.167,90,1.65,SNAP,1.85,Other Nutrition Program,0.716,0.059,0.225,0.278,30,3.26,50000
35023,NM,"Hidalgo County, New Mexico",0.149,660,1.65,SNAP,1.85,Other Nutrition Program,0.792,0.029,0.179,0.259,270,2.95,332000
35025,NM,"Lea County, New Mexico",0.133,9270,1.65,SNAP,1.85,Other Nutrition Program,0.664,0.029,0.307,0.22,4610,3.1,4897000
35027,NM,"Lincoln County, New Mexico",0.154,3000,1.65,SNAP,1.85,Other Nutrition Program,0.652,0.047,0.301,0.214,770,3.02,1547000
35028,NM,"Los Alamos County, New Mexico",0.127,2290,1.65,SNAP,1.85,Other Nutrition Program,0.257,0.027,0.716,0.171,710,3.26,1275000
35029,NM,"Luna County, New Mexico",0.207,5040,1.65,SNAP,1.85,Other Nutrition Program,0.854,0.047,0.099,0.334,2150,2.98,2563000
35031,NM,"McKinley County, New Mexico",0.26,18920,1.65,SNAP,1.85,Other Nutrition Program,0.832,0.019,0.149,0.335,7240,2.74,8840000
