FIPS,State,"County, State",2017 Food Insecurity Rate,# of Food Insecure Persons in 2017,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2017 Child food insecurity rate,# of Food Insecure Children in 2017,% food insecure children in HH w/ HH incomes below 185 FPL in 2017,% food insecure children in HH w/ HH incomes above 185 FPL in 2017,2017 Cost Per Meal,2017 Weighted Annual Food Budget Shortfall
36085,NY,"Richmond County, New York",8.6%," 41,080 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.3%,,33.7%,16.0%," 16,800 ",59%,41%,$3.58,"$25,114,000.00"
36087,NY,"Rockland County, New York",8.9%," 29,030 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.7%,,23.3%,17.8%," 16,060 ",75%,25%,$3.36,"$16,633,000.00"
36089,NY,"St. Lawrence County, New York",13.2%," 14,670 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.0%,,35.0%,22.9%," 5,210 ",80%,20%,$2.78,"$6,968,000.00"
36091,NY,"Saratoga County, New York",7.8%," 17,700 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",50.5%,,49.5%,14.1%," 6,670 ",45%,55%,$3.57,"$10,796,000.00"
36093,NY,"Schenectady County, New York",10.8%," 16,710 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",62.3%,,37.7%,17.3%," 5,840 ",63%,37%,$3.30,"$9,418,000.00"
36095,NY,"Schoharie County, New York",10.7%," 3,370 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.1%,,35.9%,19.0%," 1,090 ",74%,26%,$3.32,"$1,910,000.00"
36097,NY,"Schuyler County, New York",11.4%," 2,060 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.4%,,24.6%,19.8%, 710 ,79%,21%,$2.93,"$1,029,000.00"
36099,NY,"Seneca County, New York",10.3%," 3,580 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.2%,,30.8%,17.0%," 1,190 ",79%,21%,$2.56,"$1,565,000.00"
36101,NY,"Steuben County, New York",11.6%," 11,280 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.8%,,24.2%,20.1%," 4,330 ",80%,20%,$2.85,"$5,495,000.00"
36103,NY,"Suffolk County, New York",5.5%," 82,100 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",67.0%,,33.0%,13.1%," 43,020 ",49%,51%,$3.46,"$48,482,000.00"
36105,NY,"Sullivan County, New York",10.7%," 8,120 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.6%,,28.4%,18.5%," 2,990 ",70%,30%,$2.85,"$3,954,000.00"
36107,NY,"Tioga County, New York",9.7%," 4,780 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.1%,,30.9%,17.9%," 1,910 ",74%,26%,$3.29,"$2,687,000.00"
36109,NY,"Tompkins County, New York",13.4%," 13,980 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",57.9%,,42.1%,17.2%," 2,730 ",54%,46%,$3.42,"$8,168,000.00"
36111,NY,"Ulster County, New York",10.0%," 17,940 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.1%,,33.9%,16.5%," 5,450 ",66%,34%,$3.36,"$10,290,000.00"
36113,NY,"Warren County, New York",9.7%," 6,300 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",60.5%,,39.5%,17.2%," 2,090 ",60%,40%,$3.25,"$3,491,000.00"
36115,NY,"Washington County, New York",10.5%," 6,520 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.5%,,26.5%,18.3%," 2,230 ",86%,14%,$3.77,"$4,200,000.00"
36117,NY,"Wayne County, New York",9.8%," 8,920 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.8%,,33.2%,17.7%," 3,550 ",69%,31%,$2.89,"$4,406,000.00"
36119,NY,"Westchester County, New York",7.7%," 75,400 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.8%,,33.2%,13.5%," 29,900 ",53%,47%,$3.66,"$47,065,000.00"
36121,NY,"Wyoming County, New York",10.5%," 4,270 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.0%,,36.0%,18.8%," 1,520 ",79%,21%,$3.27,"$2,383,000.00"
36123,NY,"Yates County, New York",9.9%," 2,480 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.2%,,21.8%,18.3%," 1,030 ",90%,10%,$2.47,"$1,047,000.00"
37001,NC,"Alamance County, North Carolina",14.4%," 22,680 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.5%,,21.5%,20.5%," 7,370 ",78%,22%,$2.97,"$11,508,000.00"
37003,NC,"Alexander County, North Carolina",12.1%," 4,480 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.0%,,24.0%,20.4%," 1,570 ",82%,18%,$2.79,"$2,136,000.00"
37005,NC,"Alleghany County, North Carolina",13.5%," 1,480 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.6%,,14.4%,24.6%, 480 ,88%,12%,$2.84,"$716,000.00"
37007,NC,"Anson County, North Carolina",20.7%," 5,300 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",86.7%,,13.3%,22.6%," 1,150 ",83%,17%,$2.72,"$2,457,000.00"
37009,NC,"Ashe County, North Carolina",13.0%," 3,500 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",70.0%,,30.0%,22.4%," 1,100 ",72%,28%,$2.78,"$1,659,000.00"
37011,NC,"Avery County, North Carolina",12.2%," 2,140 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.4%,,25.6%,19.3%, 520 ,77%,23%,$2.93,"$1,070,000.00"
37013,NC,"Beaufort County, North Carolina",16.2%," 7,670 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.4%,,18.6%,20.7%," 2,050 ",82%,18%,$2.94,"$3,853,000.00"
37015,NC,"Bertie County, North Carolina",22.1%," 4,400 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",90.6%,,9.4%,24.1%, 880 ,84%,16%,$2.81,"$2,110,000.00"
37017,NC,"Bladen County, North Carolina",19.3%," 6,600 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",87.2%,,12.8%,24.3%," 1,780 ",80%,20%,$2.98,"$3,359,000.00"
37019,NC,"Brunswick County, North Carolina",13.2%," 16,160 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.2%,,31.8%,21.9%," 4,500 ",77%,23%,$3.35,"$9,249,000.00"
37021,NC,"Buncombe County, North Carolina",12.3%," 31,100 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",70.5%,,29.5%,18.4%," 8,890 ",73%,27%,$2.94,"$15,607,000.00"
37023,NC,"Burke County, North Carolina",13.8%," 12,280 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.1%,,23.9%,22.5%," 3,950 ",80%,20%,$2.62,"$5,481,000.00"
37025,NC,"Cabarrus County, North Carolina",12.0%," 23,650 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.9%,,34.1%,17.5%," 9,020 ",63%,37%,$2.91,"$11,725,000.00"
37027,NC,"Caldwell County, North Carolina",13.1%," 10,760 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.4%,,21.6%,20.3%," 3,450 ",79%,22%,$2.60,"$4,781,000.00"
37029,NC,"Camden County, North Carolina",11.2%," 1,160 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.4%,,35.6%,18.6%, 450 ,61%,39%,$3.05,"$603,000.00"
37031,NC,"Carteret County, North Carolina",12.1%," 8,310 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.5%,,34.5%,19.6%," 2,460 ",69%,31%,$3.36,"$4,770,000.00"
37033,NC,"Caswell County, North Carolina",17.5%," 3,990 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.1%,,23.9%,23.3%," 1,010 ",68%,32%,$2.80,"$1,907,000.00"
37035,NC,"Catawba County, North Carolina",12.3%," 19,180 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.9%,,25.1%,19.6%," 6,970 ",74%,26%,$2.85,"$9,339,000.00"
37037,NC,"Chatham County, North Carolina",11.0%," 7,490 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.9%,,33.1%,18.5%," 2,610 ",69%,32%,$3.35,"$4,278,000.00"
37039,NC,"Cherokee County, North Carolina",12.8%," 3,520 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.1%,,22.9%,22.4%," 1,080 ",87%,13%,$2.96,"$1,780,000.00"
37041,NC,"Chowan County, North Carolina",18.6%," 2,670 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.4%,,17.6%,25.8%, 780 ,82%,18%,$2.93,"$1,334,000.00"
37043,NC,"Clay County, North Carolina",13.1%," 1,410 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.2%,,21.8%,22.8%, 440 ,95%,5%,$2.97,"$714,000.00"
37045,NC,"Cleveland County, North Carolina",16.5%," 16,040 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.1%,,16.9%,22.2%," 4,770 ",84%,16%,$2.59,"$7,085,000.00"
37047,NC,"Columbus County, North Carolina",18.5%," 10,470 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.5%,,21.5%,24.4%," 3,030 ",77%,23%,$2.72,"$4,868,000.00"
37049,NC,"Craven County, North Carolina",15.1%," 15,610 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.1%,,30.9%,21.4%," 4,950 ",71%,29%,$3.13,"$8,325,000.00"
37051,NC,"Cumberland County, North Carolina",18.8%," 62,510 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.9%,,21.1%,22.0%," 18,320 ",70%,30%,$2.91,"$31,007,000.00"
37053,NC,"Currituck County, North Carolina",10.1%," 2,560 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",62.2%,,37.8%,17.2%, 960 ,64%,37%,$3.56,"$1,555,000.00"
37055,NC,"Dare County, North Carolina",11.4%," 4,030 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.8%,,28.2%,19.1%," 1,310 ",86%,14%,$3.69,"$2,540,000.00"
37057,NC,"Davidson County, North Carolina",13.0%," 21,320 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.1%,,23.9%,20.2%," 7,500 ",75%,25%,$2.64,"$9,619,000.00"
37059,NC,"Davie County, North Carolina",11.4%," 4,770 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.2%,,34.8%,19.7%," 1,790 ",69%,31%,$3.02,"$2,461,000.00"
37061,NC,"Duplin County, North Carolina",15.8%," 9,390 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",99.1%,,0.9%,24.1%," 3,530 ",88%,12%,$2.76,"$4,425,000.00"
37063,NC,"Durham County, North Carolina",16.5%," 49,600 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",67.5%,,32.5%,19.1%," 12,460 ",62%,38%,$3.19,"$26,985,000.00"
37065,NC,"Edgecombe County, North Carolina",24.1%," 13,000 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",93.1%,,6.9%,26.4%," 3,300 ",81%,19%,$2.75,"$6,099,000.00"
37067,NC,"Forsyth County, North Carolina",15.5%," 57,080 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.0%,,26.0%,20.9%," 18,130 ",71%,29%,$2.97,"$28,905,000.00"
37069,NC,"Franklin County, North Carolina",14.8%," 9,470 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.2%,,20.8%,20.1%," 2,910 ",82%,18%,$2.90,"$4,693,000.00"
37071,NC,"Gaston County, North Carolina",14.7%," 31,370 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.1%,,22.9%,21.0%," 10,360 ",77%,24%,$2.76,"$14,756,000.00"
37073,NC,"Gates County, North Carolina",15.0%," 1,740 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.5%,,31.5%,19.8%, 480 ,70%,30%,$2.94,"$874,000.00"
37075,NC,"Graham County, North Carolina",14.3%," 1,230 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.0%,,15.0%,24.9%, 450 ,93%,7%,$3.01,"$632,000.00"
37077,NC,"Granville County, North Carolina",14.6%," 8,530 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.7%,,28.3%,18.1%," 2,220 ",71%,29%,$2.91,"$4,232,000.00"
37079,NC,"Greene County, North Carolina",17.8%," 3,750 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.5%,,22.5%,23.6%," 1,060 ",74%,26%,$2.93,"$1,878,000.00"
37081,NC,"Guilford County, North Carolina",17.1%," 88,370 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.4%,,26.6%,20.4%," 23,850 ",69%,31%,$3.01,"$45,350,000.00"
37083,NC,"Halifax County, North Carolina",23.8%," 12,440 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",88.3%,,11.7%,26.4%," 2,990 ",80%,20%,$2.77,"$5,889,000.00"
37085,NC,"Harnett County, North Carolina",15.0%," 19,350 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.1%,,21.9%,20.7%," 7,210 ",75%,25%,$3.07,"$10,143,000.00"
37087,NC,"Haywood County, North Carolina",12.6%," 7,550 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",67.6%,,32.4%,22.2%," 2,440 ",77%,23%,$2.98,"$3,835,000.00"
37089,NC,"Henderson County, North Carolina",10.6%," 11,840 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.9%,,26.1%,18.2%," 3,980 ",76%,24%,$2.87,"$5,800,000.00"
37091,NC,"Hertford County, North Carolina",22.3%," 5,410 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.1%,,21.9%,24.6%," 1,150 ",77%,23%,$2.75,"$2,537,000.00"
37093,NC,"Hoke County, North Carolina",17.7%," 9,290 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",84.5%,,15.5%,22.4%," 3,340 ",78%,22%,$2.84,"$4,508,000.00"
37095,NC,"Hyde County, North Carolina",18.2%," 1,000 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.6%,,28.4%,24.0%, 270 ,63%,37%,$3.18,"$542,000.00"
37097,NC,"Iredell County, North Carolina",12.2%," 20,670 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.9%,,34.1%,18.9%," 7,600 ",64%,36%,$3.02,"$10,650,000.00"
37099,NC,"Jackson County, North Carolina",14.7%," 6,150 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.0%,,36.0%,22.8%," 1,640 ",65%,35%,$2.96,"$3,105,000.00"
37101,NC,"Johnston County, North Carolina",12.2%," 22,700 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.1%,,24.9%,19.1%," 9,320 ",70%,30%,$3.16,"$12,223,000.00"
37103,NC,"Jones County, North Carolina",18.6%," 1,820 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.6%,,16.4%,26.8%, 510 ,78%,22%,$2.94,"$914,000.00"
37105,NC,"Lee County, North Carolina",13.5%," 8,100 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",78.3%,,21.7%,20.6%," 3,090 ",70%,30%,$2.71,"$3,747,000.00"
37107,NC,"Lenoir County, North Carolina",19.4%," 11,220 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",87.2%,,12.8%,23.3%," 3,050 ",74%,27%,$2.51,"$4,799,000.00"
37109,NC,"Lincoln County, North Carolina",11.8%," 9,470 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.6%,,25.4%,19.8%," 3,470 ",72%,28%,$2.70,"$4,369,000.00"
37111,NC,"McDowell County, North Carolina",13.5%," 6,090 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.3%,,20.7%,22.2%," 2,080 ",80%,20%,$2.89,"$3,008,000.00"
37113,NC,"Macon County, North Carolina",12.7%," 4,350 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.3%,,26.7%,22.9%," 1,470 ",79%,21%,$2.94,"$2,181,000.00"
37115,NC,"Madison County, North Carolina",13.1%," 2,800 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",70.4%,,29.6%,21.6%, 840 ,82%,18%,$3.01,"$1,438,000.00"
37117,NC,"Martin County, North Carolina",19.1%," 4,450 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",87.9%,,12.1%,22.2%," 1,080 ",80%,20%,$2.73,"$2,075,000.00"
37119,NC,"Mecklenburg County, North Carolina",14.9%," 153,830 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.0%,,32.0%,17.9%," 45,040 ",63%,37%,$3.27,"$85,853,000.00"
37121,NC,"Mitchell County, North Carolina",12.1%," 1,840 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.7%,,30.3%,21.6%, 600 ,60%,40%,$3.08,"$966,000.00"
37123,NC,"Montgomery County, North Carolina",14.5%," 3,990 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.4%,,16.6%,21.7%," 1,370 ",85%,15%,$2.63,"$1,793,000.00"
37125,NC,"Moore County, North Carolina",12.5%," 11,750 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.9%,,34.1%,19.4%," 3,900 ",67%,33%,$3.30,"$6,620,000.00"
37127,NC,"Nash County, North Carolina",17.9%," 16,830 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.4%,,23.6%,20.8%," 4,430 ",72%,28%,$2.66,"$7,640,000.00"
37129,NC,"New Hanover County, North Carolina",15.3%," 33,660 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.7%,,34.3%,20.1%," 8,510 ",64%,36%,$3.19,"$18,322,000.00"
37131,NC,"Northampton County, North Carolina",22.9%," 4,680 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.2%,,14.8%,26.2%, 980 ,74%,26%,$3.10,"$2,472,000.00"
37133,NC,"Onslow County, North Carolina",14.6%," 28,160 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",74.9%,,25.1%,20.3%," 9,570 ",75%,25%,$2.88,"$13,851,000.00"
37135,NC,"Orange County, North Carolina",12.7%," 18,030 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",58.2%,,41.8%,15.5%," 4,420 ",51%,49%,$3.97,"$12,200,000.00"
37137,NC,"Pamlico County, North Carolina",14.4%," 1,840 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.1%,,27.9%,22.7%, 470 ,90%,10%,$3.15,"$989,000.00"
37139,NC,"Pasquotank County, North Carolina",18.5%," 7,310 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.4%,,30.6%,22.6%," 1,980 ",70%,30%,$2.93,"$3,654,000.00"
37141,NC,"Pender County, North Carolina",13.2%," 7,620 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",66.8%,,33.2%,19.1%," 2,470 ",67%,33%,$3.45,"$4,480,000.00"
37143,NC,"Perquimans County, North Carolina",16.7%," 2,250 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.6%,,22.4%,23.8%, 630 ,81%,19%,$2.93,"$1,124,000.00"
37145,NC,"Person County, North Carolina",16.2%," 6,350 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.0%,,25.0%,22.2%," 1,890 ",76%,24%,$2.83,"$3,066,000.00"
37147,NC,"Pitt County, North Carolina",20.1%," 35,400 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.2%,,24.8%,21.7%," 8,380 ",67%,33%,$2.82,"$17,018,000.00"
37149,NC,"Polk County, North Carolina",11.2%," 2,290 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",68.6%,,31.4%,19.1%, 670 ,71%,29%,$3.26,"$1,272,000.00"
37151,NC,"Randolph County, North Carolina",12.4%," 17,720 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.4%,,18.6%,20.9%," 6,950 ",83%,17%,$2.74,"$8,271,000.00"
37153,NC,"Richmond County, North Carolina",19.8%," 9,010 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.1%,,14.9%,26.3%," 2,790 ",79%,21%,$2.46,"$3,777,000.00"
37155,NC,"Robeson County, North Carolina",19.8%," 26,570 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",88.1%,,11.9%,27.2%," 9,350 ",82%,18%,$2.51,"$11,358,000.00"
37157,NC,"Rockingham County, North Carolina",15.7%," 14,390 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",77.6%,,22.4%,22.1%," 4,210 ",75%,25%,$2.82,"$6,932,000.00"
37159,NC,"Rowan County, North Carolina",14.3%," 19,840 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.9%,,23.1%,21.2%," 6,680 ",76%,24%,$2.62,"$8,859,000.00"
37161,NC,"Rutherford County, North Carolina",15.6%," 10,400 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.1%,,18.9%,23.6%," 3,310 ",86%,15%,$2.55,"$4,523,000.00"
37163,NC,"Sampson County, North Carolina",15.9%," 10,090 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",90.9%,,9.1%,22.9%," 3,610 ",79%,22%,$2.71,"$4,669,000.00"
37165,NC,"Scotland County, North Carolina",23.3%," 8,250 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.5%,,17.5%,28.3%," 2,340 ",78%,22%,$2.74,"$3,853,000.00"
37167,NC,"Stanly County, North Carolina",13.5%," 8,210 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",75.8%,,24.2%,21.0%," 2,780 ",78%,22%,$2.74,"$3,836,000.00"
37169,NC,"Stokes County, North Carolina",12.1%," 5,570 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",67.3%,,32.7%,20.4%," 1,870 ",69%,31%,$3.02,"$2,872,000.00"
37171,NC,"Surry County, North Carolina",12.4%," 8,970 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.5%,,16.5%,20.7%," 3,290 ",89%,11%,$2.86,"$4,378,000.00"
37173,NC,"Swain County, North Carolina",14.2%," 2,020 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",85.6%,,14.4%,24.9%, 790 ,81%,19%,$3.02,"$1,041,000.00"
37175,NC,"Transylvania County, North Carolina",12.6%," 4,200 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.6%,,26.4%,23.2%," 1,260 ",85%,15%,$3.25,"$2,326,000.00"
37177,NC,"Tyrrell County, North Carolina",20.4%, 830 ,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",83.6%,,16.4%,29.3%, 170 ,90%,10%,$3.29,"$466,000.00"
37179,NC,"Union County, North Carolina",9.5%," 21,200 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",61.9%,,38.1%,16.5%," 10,290 ",56%,45%,$3.08,"$11,156,000.00"
37181,NC,"Vance County, North Carolina",21.6%," 9,610 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",90.5%,,9.5%,24.3%," 2,590 ",77%,23%,$2.74,"$4,488,000.00"
37183,NC,"Wake County, North Carolina",12.1%," 124,130 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",57.6%,,42.4%,16.4%," 41,320 ",56%,44%,$3.26,"$69,091,000.00"
37185,NC,"Warren County, North Carolina",21.2%," 4,290 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",82.2%,,17.8%,24.3%, 910 ,74%,26%,$2.96,"$2,166,000.00"
37187,NC,"Washington County, North Carolina",22.2%," 2,740 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",89.1%,,10.9%,28.2%, 730 ,74%,26%,$2.84,"$1,329,000.00"
37189,NC,"Watauga County, North Carolina",16.8%," 8,980 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",63.4%,,36.6%,20.4%," 1,420 ",69%,31%,$3.64,"$5,584,000.00"
37191,NC,"Wayne County, North Carolina",17.6%," 21,900 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.4%,,18.6%,23.5%," 6,980 ",74%,26%,$2.73,"$10,210,000.00"
37193,NC,"Wilkes County, North Carolina",13.8%," 9,450 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",79.4%,,20.6%,22.6%," 3,270 ",80%,20%,$2.91,"$4,694,000.00"
37195,NC,"Wilson County, North Carolina",19.7%," 15,990 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.3%,,18.7%,25.2%," 4,850 ",74%,26%,$2.59,"$7,067,000.00"
37197,NC,"Yadkin County, North Carolina",11.7%," 4,430 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",81.3%,,18.7%,21.2%," 1,750 ",85%,15%,$3.05,"$2,308,000.00"
